t,f,conv,load_MW,Vmin,Vmax,max_util,n_line_trip,lost_MW,deficit_MW
1448.0,50.0,1,4242.0,0.943,1.05,0.6755,0,5.0211,0.0
1452.0,50.0,1,4242.0,0.943,1.05,0.6763,0,5.4756,0.0
1456.0,50.0,1,4242.0,0.943,1.05,0.6771,0,5.94,0.0
1460.0,50.0,1,4242.0,0.943,1.05,0.678,0,6.4145,0.0
1464.0,50.0,1,4242.0,0.943,1.05,0.6788,0,6.8995,0.0
1468.0,50.0,1,4242.0,0.943,1.05,0.6797,0,7.3952,0.0
1472.0,50.0,1,4242.0,0.943,1.05,0.6806,0,7.902,0.0
1476.0,50.0,1,4242.0,0.943,1.05,0.6815,0,8.4202,0.0
1480.0,50.0,1,4242.0,0.943,1.05,0.6825,0,8.9501,0.0
1484.0,50.0,1,4242.0,0.943,1.05,0.6834,0,9.4922,0.0
1488.0,50.0,1,4242.0,0.943,1.05,0.6844,0,10.0467,0.0
1492.0,50.0,1,4242.0,0.943,1.05,0.6854,0,10.6142,0.0
1496.0,50.0,1,4242.0,0.943,1.05,0.6865,0,11.1949,0.0
1500.0,50.0,1,4242.0,0.943,1.05,0.6875,0,11.7893,0.0
1504.0,50.0,1,4242.0,0.943,1.05,0.6886,0,12.3979,0.0
1508.0,50.0,1,4242.0,0.943,1.05,0.6897,0,13.021,0.0
1512.0,50.0,1,4242.0,0.943,1.05,0.6908,0,13.6592,0.0
1516.0,50.0,1,4242.0,0.943,1.05,0.692,0,14.313,0.0
1520.0,50.0,1,4242.0,0.943,1.05,0.6932,0,14.9827,0.0
1524.0,50.0,1,4242.0,0.943,1.05,0.6944,0,15.6691,0.0
1528.0,50.0,1,4242.0,0.943,1.05,0.6957,0,16.3725,0.0
1532.0,50.0,1,4242.0,0.943,1.05,0.697,0,17.0936,0.0
1536.0,50.0,1,4242.0,0.943,1.05,0.6983,0,17.8329,0.0
1540.0,50.0,1,4242.0,0.943,1.05,0.6996,0,18.5911,0.0
1544.0,50.0,1,4242.0,0.943,1.05,0.701,0,19.3688,0.0
1548.0,50.0,1,4242.0,0.943,1.05,0.7025,0,20.1666,0.0
1552.0,50.0,1,4242.0,0.943,1.05,0.7039,0,20.9852,0.0
1556.0,50.0,1,4242.0,0.943,1.05,0.7054,0,21.8254,0.0
1560.0,50.0,1,4242.0,0.943,1.05,0.707,0,22.6878,0.0
1564.0,50.0,1,4242.0,0.943,1.05,0.7086,0,23.5733,0.0
1568.0,50.0,1,4242.0,0.943,1.05,0.7102,0,24.4825,0.0
1572.0,50.0,1,4242.0,0.943,1.05,0.7119,0,25.4164,0.0
1576.0,50.0,1,4242.0,0.943,1.05,0.7136,0,26.3758,0.0
1580.0,50.0,1,4242.0,0.943,1.05,0.7154,0,27.3616,0.0
1584.0,50.0,1,4242.0,0.943,1.05,0.7172,0,28.3747,0.0
1588.0,50.0,1,4242.0,0.943,1.05,0.7191,0,29.416,0.0
1592.0,50.0,1,4242.0,0.943,1.05,0.721,0,30.4866,0.0
1596.0,50.0,1,4242.0,0.943,1.05,0.723,0,31.5875,0.0
1600.0,50.0,1,4242.0,0.943,1.05,0.7251,0,32.7197,0.0
1604.0,50.0,1,4242.0,0.943,1.05,0.7272,0,33.8843,0.0
1608.0,50.0,1,4242.0,0.943,1.05,0.7294,0,35.0826,0.0
1612.0,50.0,1,4242.0,0.943,1.05,0.7316,0,36.3157,0.0
1616.0,50.0,1,4242.0,0.943,1.05,0.7339,0,37.5849,0.0
1620.0,50.0,1,4242.0,0.943,1.05,0.7363,0,38.8913,0.0
1624.0,50.0,1,4242.0,0.943,1.05,0.7388,0,40.2365,0.0
1628.0,50.0,1,4242.0,0.943,1.05,0.7413,0,41.6216,0.0
1632.0,50.0,1,4242.0,0.943,1.05,0.7439,0,43.0482,0.0
1636.0,50.0,1,4242.0,0.943,1.05,0.7466,0,44.5178,0.0
1640.0,50.0,1,4242.0,0.943,1.05,0.7494,0,46.0318,0.0
1644.0,50.0,1,4242.0,0.943,1.05,0.7522,0,47.5918,0.0
1648.0,50.0,1,4242.0,0.943,1.05,0.7552,0,49.1995,0.0
1652.0,50.0,1,4242.0,0.943,1.05,0.7583,0,50.8565,0.0
1656.0,50.0,1,4242.0,0.943,1.05,0.7614,0,52.5646,0.0
1660.0,50.0,1,4242.0,0.943,1.05,0.7647,0,54.3255,0.0
1664.0,50.0,1,4242.0,0.943,1.05,0.7765,0,56.141,0.0
1668.0,50.0,1,4242.0,0.943,1.05,0.7929,0,58.0131,0.0
1672.0,50.0,1,4242.0,0.943,1.05,0.8099,0,59.9437,0.0
1676.0,50.0,1,4242.0,0.943,1.05,0.8274,0,61.9347,0.0
1680.0,50.0,1,4242.0,0.943,1.05,0.8454,0,63.9881,0.0
1684.0,50.0,1,4242.0,0.943,1.05,0.864,0,66.106,0.0
1688.0,50.0,1,4242.0,0.943,1.05,0.8832,0,68.2906,0.0
1692.0,50.0,1,4242.0,0.943,1.05,0.903,0,70.5439,0.0
1696.0,50.0,1,4242.0,0.943,1.05,0.9234,0,72.8682,0.0
1700.0,50.0,1,4242.0,0.943,1.05,0.9445,0,75.2655,0.0
1704.0,50.0,1,4242.0,0.943,1.05,0.9662,0,77.7382,0.0
1708.0,50.0,1,4242.0,0.943,1.05,0.9887,0,80.2885,0.0
1712.0,50.0,1,4242.0,0.943,1.05,1.0118,0,82.9186,0.0
1716.0,50.0,1,4242.0,0.943,1.05,1.0356,0,85.6307,0.0
1720.0,50.0,1,4242.0,0.943,1.05,1.0602,0,88.4271,0.0
1724.0,50.0,1,4242.0,0.943,1.05,1.0856,0,91.3101,0.0
1728.0,50.0,1,4242.0,0.943,1.05,1.1117,0,94.2817,0.0
1732.0,50.0,1,4242.0,0.943,1.05,1.1386,0,97.3442,0.0
1736.0,50.0,1,4242.0,0.943,1.05,1.1664,0,100.4996,0.0
1740.0,50.0,1,4242.0,0.943,1.05,1.195,0,103.75,0.0
1744.0,50.0,1,4242.0,0.943,1.05,1.2244,0,107.0973,0.0
1748.0,50.0,1,4242.0,0.943,1.05,1.2547,0,110.5434,0.0
1752.0,50.0,1,4242.0,0.943,1.05,1.2859,0,114.0899,0.0
1756.0,50.0,1,4242.0,0.943,1.05,1.318,0,117.7386,0.0
1760.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1764.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1768.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1772.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1776.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1780.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1784.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1788.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1792.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1796.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1800.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1804.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1808.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1812.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1816.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1820.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1824.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1828.0,50.0,1,4242.0,0.943,1.05,5.6691,0,607.0,0.0
1832.0,50.0,1,4242.0,0.943,1.05,5.6707,0,607.1815,0.0
1836.0,50.0,1,4242.0,0.943,1.05,5.6726,0,607.4013,0.0
1840.0,50.0,1,4242.0,0.943,1.05,5.6746,0,607.622,0.0
1844.0,50.0,1,4242.0,0.943,1.05,5.6766,0,607.8463,0.0
1848.0,50.0,1,4242.0,0.943,1.05,5.6786,0,608.0741,0.0
1852.0,50.0,1,4242.0,0.943,1.05,5.6806,0,608.3054,0.0
1856.0,50.0,1,4242.0,0.943,1.05,5.6827,0,608.5404,0.0
1860.0,50.0,1,4242.0,0.943,1.05,5.6848,0,608.7792,0.0
1864.0,50.0,1,4242.0,0.943,1.05,5.687,0,609.0218,0.0
1868.0,50.0,1,4242.0,0.943,1.05,5.6892,0,609.2682,0.0
1872.0,50.0,1,4242.0,0.943,1.05,5.6914,0,609.5187,0.0
1876.0,50.0,1,4242.0,0.943,1.05,5.6936,0,609.7732,0.0
1880.0,50.0,1,4242.0,0.943,1.05,5.6959,0,610.0319,0.0
1884.0,50.0,1,4242.0,0.943,1.05,5.6983,0,610.2948,0.0
1888.0,50.0,1,4242.0,0.943,1.05,5.7006,0,610.5622,0.0
1892.0,50.0,1,4242.0,0.943,1.05,5.703,0,610.8339,0.0
1896.0,50.0,1,4242.0,0.943,1.05,5.7055,0,611.1102,0.0
1900.0,50.0,1,4242.0,0.943,1.05,5.708,0,611.3912,0.0
1904.0,50.0,1,4242.0,0.943,1.05,5.7105,0,611.6769,0.0
1908.0,50.0,1,4242.0,0.943,1.05,5.7131,0,611.9676,0.0
1912.0,50.0,1,4242.0,0.943,1.05,5.7157,0,612.2632,0.0
1916.0,50.0,1,4242.0,0.943,1.05,5.7184,0,612.5639,0.0
1920.0,50.0,1,4242.0,0.943,1.05,5.7211,0,612.8698,0.0
1924.0,50.0,1,4242.0,0.943,1.05,5.7238,0,613.1811,0.0
1928.0,50.0,1,4242.0,0.943,1.05,5.7266,0,613.4979,0.0
1932.0,50.0,1,4242.0,0.943,1.05,5.7295,0,613.8203,0.0
1936.0,50.0,1,4242.0,0.943,1.05,5.7324,0,614.1484,0.0
1940.0,50.0,1,4242.0,0.943,1.05,5.7353,0,614.4824,0.0
1944.0,50.0,1,4242.0,0.943,1.05,5.7384,0,614.8224,0.0
1948.0,50.0,1,4242.0,0.943,1.05,5.7411,0,615.259,0.0
1952.0,50.0,1,4242.0,0.943,1.05,5.7435,0,615.8106,0.0
1956.0,50.0,1,4242.0,0.943,1.05,5.7459,0,616.3639,0.0
1960.0,50.0,1,4242.0,0.943,1.05,5.7484,0,616.9272,0.0
1964.0,50.0,1,4242.0,0.943,1.05,5.751,0,617.5001,0.0
1968.0,50.0,1,4242.0,0.943,1.05,5.7536,0,618.083,0.0
1972.0,50.0,1,4242.0,0.943,1.05,5.7563,0,618.676,0.0
1976.0,50.0,1,4242.0,0.943,1.05,5.759,0,619.2794,0.0
1980.0,50.0,1,4242.0,0.943,1.05,5.7618,0,619.8935,0.0
1984.0,50.0,1,4242.0,0.943,1.05,5.7646,0,620.5184,0.0
1988.0,50.0,1,4242.0,0.943,1.05,5.7675,0,621.1545,0.0
1992.0,50.0,1,4242.0,0.943,1.05,5.7704,0,621.8021,0.0
1996.0,50.0,1,4242.0,0.943,1.05,5.7734,0,622.4613,0.0
2000.0,50.0,1,4242.0,0.943,1.05,5.7765,0,623.1326,0.0
2004.0,50.0,1,4242.0,0.943,1.05,5.7796,0,623.8161,0.0
2008.0,50.0,1,4242.0,0.943,1.05,5.7828,0,624.5123,0.0
2012.0,50.0,1,4242.0,0.943,1.05,5.7861,0,625.2213,0.0
2016.0,50.0,1,4242.0,0.943,1.05,5.7894,0,625.9436,0.0
2020.0,50.0,1,4242.0,0.943,1.05,5.7928,0,626.6794,0.0
2024.0,50.0,1,4242.0,0.943,1.05,5.7963,0,627.4291,0.0
2028.0,50.0,1,4242.0,0.943,1.05,5.7998,0,628.1931,0.0
2032.0,50.0,1,4242.0,0.943,1.05,5.8034,0,628.9716,0.0
2036.0,50.0,1,4242.0,0.943,1.05,5.8072,0,629.7651,0.0
2040.0,50.0,1,4242.0,0.943,1.05,5.8109,0,630.574,0.0
2044.0,50.0,1,4242.0,0.943,1.05,5.8148,0,631.3987,0.0
2048.0,50.0,1,4242.0,0.943,1.05,5.8188,0,632.2394,0.0
2052.0,50.0,1,4242.0,0.943,1.05,5.8228,0,633.0968,0.0
2056.0,50.0,1,4242.0,0.943,1.05,5.827,0,633.9711,0.0
2060.0,50.0,1,4242.0,0.943,1.05,5.8312,0,634.8629,0.0
2064.0,50.0,1,4242.0,0.943,1.05,5.8355,0,635.7725,0.0
2068.0,50.0,1,4242.0,0.943,1.05,5.84,0,636.7006,0.0
2072.0,50.0,1,4242.0,0.943,1.05,5.8445,0,637.6474,0.0
2076.0,50.0,1,4242.0,0.943,1.05,5.8491,0,638.6136,0.0
2080.0,50.0,1,4242.0,0.943,1.05,5.8539,0,639.5996,0.0
2084.0,50.0,1,4242.0,0.943,1.05,5.8587,0,640.606,0.0
2088.0,50.0,1,4242.0,0.943,1.05,5.8637,0,641.6333,0.0
2092.0,50.0,1,4242.0,0.943,1.05,5.8688,0,642.682,0.0
2096.0,50.0,1,4242.0,0.943,1.05,5.874,0,643.7528,0.0
2100.0,50.0,1,4242.0,0.943,1.05,5.8793,0,644.8462,0.0
2104.0,50.0,1,4242.0,0.943,1.05,5.8848,0,645.9629,0.0
2108.0,50.0,1,4242.0,0.943,1.05,5.8904,0,647.1033,0.0
2112.0,50.0,1,4242.0,0.943,1.05,5.8961,0,648.2683,0.0
2116.0,50.0,1,4242.0,0.943,1.05,5.9019,0,649.4584,0.0
2120.0,50.0,1,4242.0,0.943,1.05,5.908,0,650.6743,0.0
2124.0,50.0,1,4242.0,0.943,1.05,5.9141,0,651.9168,0.0
2128.0,50.0,1,4242.0,0.943,1.05,5.9204,0,653.1864,0.0
2132.0,50.0,1,4242.0,0.943,1.05,5.9269,0,654.484,0.0
2136.0,50.0,1,4242.0,0.943,1.05,5.9335,0,655.8104,0.0
2140.0,50.0,1,4242.0,0.943,1.05,5.9403,0,657.1662,0.0
2144.0,50.0,1,4242.0,0.943,1.05,5.9472,0,658.5523,0.0
2148.0,50.0,1,4242.0,0.943,1.05,5.9543,0,659.9695,0.0
2152.0,50.0,1,4242.0,0.943,1.05,5.9616,0,661.4186,0.0
2156.0,50.0,1,4242.0,0.943,1.05,5.9691,0,662.9005,0.0
2160.0,50.0,1,4242.0,0.943,1.05,5.9768,0,664.4161,0.0
2164.0,50.0,1,4242.0,0.943,1.05,5.9847,0,665.9662,0.0
2168.0,50.0,1,4242.0,0.943,1.05,5.9927,0,667.5518,0.0
2172.0,50.0,1,4242.0,0.943,1.05,6.001,0,669.1738,0.0
2176.0,50.0,1,4242.0,0.943,1.05,6.0095,0,670.8332,0.0
2180.0,50.0,1,4242.0,0.943,1.05,6.0182,0,672.531,0.0
2184.0,50.0,1,4242.0,0.943,1.05,6.0271,0,674.2681,0.0
2188.0,50.0,1,4242.0,0.943,1.05,6.0362,0,676.0457,0.0
2192.0,50.0,1,4242.0,0.943,1.05,6.0456,0,677.8646,0.0
2196.0,50.0,1,4242.0,0.943,1.05,6.0552,0,679.7261,0.0
2200.0,50.0,1,4242.0,0.943,1.05,6.0651,0,681.6312,0.0
2204.0,50.0,1,4242.0,0.943,1.05,6.0752,0,683.5809,0.0
2208.0,50.0,1,4242.0,0.943,1.05,6.0856,0,685.5765,0.0
2212.0,50.0,1,4242.0,0.943,1.05,6.0962,0,687.619,0.0
2216.0,50.0,1,4242.0,0.943,1.05,6.1071,0,689.7097,0.0
2220.0,50.0,1,4242.0,0.943,1.05,6.1183,0,691.8496,0.0
2224.0,50.0,1,4242.0,0.943,1.05,6.1298,0,694.04,0.0
2228.0,50.0,1,4242.0,0.943,1.05,6.1415,0,696.282,0.0
2232.0,50.0,1,4242.0,0.943,1.05,6.1535,0,698.5768,0.0
2236.0,50.0,1,4242.0,0.943,1.05,6.1659,0,700.9258,0.0
2240.0,50.0,1,4242.0,0.943,1.05,6.1785,0,703.33,0.0
2244.0,50.0,1,4242.0,0.943,1.05,6.1915,0,705.7908,0.0
2248.0,50.0,1,4242.0,0.943,1.05,6.2048,0,708.3093,0.0
2252.0,50.0,1,4242.0,0.943,1.05,6.2184,0,710.8868,0.0
2256.0,50.0,1,4242.0,0.943,1.05,6.2323,0,713.5245,0.0
2260.0,50.0,1,4242.0,0.943,1.05,6.2466,0,716.2236,0.0
2264.0,50.0,1,4242.0,0.943,1.05,6.2612,0,718.9853,0.0
2268.0,50.0,1,4242.0,0.943,1.05,6.2761,0,721.8108,0.0
2272.0,50.0,1,4242.0,0.943,1.05,6.2914,0,724.7014,0.0
2276.0,50.0,1,4242.0,0.943,1.05,6.3071,0,727.6581,0.0
2280.0,50.0,1,4242.0,0.943,1.05,6.3231,0,730.6822,0.0
2284.0,50.0,1,4242.0,0.943,1.05,6.3395,0,733.7747,0.0
2288.0,50.0,1,4242.0,0.943,1.05,6.3562,0,736.9367,0.0
2292.0,50.0,1,4242.0,0.943,1.05,9.7087,0,1121.749,0.0
2296.0,50.0,1,4242.0,0.943,1.05,9.7054,0,1122.6821,0.0
2300.0,50.0,1,4242.0,0.943,1.05,9.702,0,1123.6366,0.0
2304.0,50.0,1,4242.0,0.943,1.05,9.6985,0,1124.6129,0.0
2308.0,50.0,1,4242.0,0.943,1.05,9.6949,0,1125.6116,0.0
2312.0,50.0,1,4242.0,0.943,1.05,9.6913,0,1126.6333,0.0
2316.0,50.0,1,4242.0,0.943,1.05,9.6875,0,1127.6785,0.0
2320.0,50.0,1,4242.0,0.943,1.05,9.6837,0,1128.7478,0.0
2324.0,50.0,1,4242.0,0.943,1.05,9.6797,0,1129.8419,0.0
2328.0,50.0,1,4242.0,0.943,1.05,9.6757,0,1130.9613,0.0
2332.0,50.0,1,4242.0,0.943,1.05,9.6716,0,1132.1067,0.0
2336.0,50.0,1,4242.0,0.943,1.05,9.6674,0,1133.2786,0.0
2340.0,50.0,1,4242.0,0.943,1.05,9.6631,0,1134.4778,0.0
2344.0,50.0,1,4242.0,0.943,1.05,9.6586,0,1135.7049,0.0
2348.0,50.0,1,4242.0,0.943,1.05,9.6541,0,1136.9604,0.0
2352.0,50.0,1,4242.0,0.943,1.05,9.6494,0,1138.2452,0.0
2356.0,50.0,1,4242.0,0.943,1.05,9.6447,0,1139.5598,0.0
2360.0,50.0,1,4242.0,0.943,1.05,9.6398,0,1140.9049,0.0
2364.0,50.0,1,4242.0,0.943,1.05,9.6348,0,1142.2812,0.0
2368.0,50.0,1,4242.0,0.943,1.05,9.6297,0,1143.6893,0.0
2372.0,50.0,1,4242.0,0.943,1.05,9.6244,0,1145.13,0.0
2376.0,50.0,1,4242.0,0.943,1.05,9.619,0,1146.6039,0.0
2380.0,50.0,1,4242.0,0.943,1.05,9.6135,0,1148.1117,0.0
2384.0,50.0,1,4242.0,0.943,1.05,9.6079,0,1149.6541,0.0
2388.0,50.0,1,4242.0,0.943,1.05,9.6021,0,1151.2317,0.0
2392.0,50.0,1,4242.0,0.943,1.05,9.5962,0,1152.8453,0.0
2396.0,50.0,1,4242.0,0.943,1.05,9.5901,0,1154.4953,0.0
2400.0,50.0,1,4242.0,0.943,1.05,9.5839,0,1156.1826,0.0
2404.0,50.0,1,4242.0,0.943,1.05,9.5776,0,1157.9077,0.0
2408.0,50.0,1,4242.0,0.943,1.05,9.5711,0,1159.6712,0.0
2412.0,50.0,1,4242.0,0.943,1.05,9.5644,0,1161.4738,0.0
2416.0,50.0,1,4242.0,0.943,1.05,9.5576,0,1163.3159,0.0
2420.0,50.0,1,4242.0,0.943,1.05,9.5506,0,1165.1983,0.0
2424.0,50.0,1,4242.0,0.943,1.05,9.5434,0,1167.1214,0.0
2428.0,50.0,1,4242.0,0.943,1.05,9.5361,0,1169.0857,0.0
2432.0,50.0,1,4242.0,0.943,1.05,9.5286,0,1171.0917,0.0
2436.0,50.0,1,4242.0,0.943,1.05,9.521,0,1173.1398,0.0
2440.0,49.5193,1,4242.0,0.943,1.0965,7.6219,0,1534.0,40.78
2444.0,49.5665,1,4242.0,0.943,1.0965,7.6519,0,1534.0,36.78
2448.0,49.6136,1,4242.0,0.943,1.0965,7.6818,0,1534.0,32.78
2452.0,49.6608,1,4242.0,0.943,1.0965,7.7118,0,1534.0,28.78
2456.0,49.7079,1,4242.0,0.943,1.0965,7.7418,0,1534.0,24.78
2460.0,49.7551,1,4242.0,0.943,1.0965,7.7717,0,1534.0,20.78
2464.0,49.8022,1,4242.0,0.943,1.0965,7.8017,0,1534.0,16.78
2468.0,49.8494,1,4242.0,0.943,1.0965,7.8317,0,1534.0,12.78
2472.0,49.8965,1,4242.0,0.943,1.0965,7.8616,0,1534.0,8.78
2476.0,49.9437,1,4242.0,0.943,1.0965,7.8915,0,1534.0,4.78
2480.0,49.9908,1,4242.0,0.943,1.0965,7.9215,0,1534.0,0.78
2484.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2488.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2492.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2496.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2500.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2504.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2508.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2512.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2516.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2520.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2524.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2528.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2532.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2536.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2540.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2544.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2548.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2552.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2556.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2560.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2564.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2568.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2572.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2576.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2580.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2584.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2588.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2592.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2596.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2600.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2604.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2608.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2612.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2616.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2620.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2624.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2628.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2632.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2636.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2640.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2644.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2648.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2652.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2656.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2660.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2664.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2668.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2672.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2676.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2680.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2684.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2688.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2692.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2696.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2700.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2704.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2708.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2712.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2716.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2720.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2724.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2728.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2732.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2736.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2740.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2744.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2748.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2752.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2756.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2760.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2764.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2768.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2772.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2776.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2780.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2784.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2788.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2792.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2796.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2800.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2804.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2808.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2812.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2816.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2820.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2824.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2828.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
