t,H_tank,H_pool,m_cw,T_cw_in,T_return,p_b,k_p,f,Paff_MW,Prest_MW,Pmech_MW,Pload_MW,shed,pump,gen
844.0,0.0,2.2573,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
848.0,0.0,2.25328,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
852.0,0.0,2.24925,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
856.0,0.0,2.24522,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
860.0,0.0,2.24119,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
864.0,0.0,2.23717,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
868.0,0.0,2.23314,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
872.0,0.0,2.22911,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
876.0,0.0,2.22508,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
880.0,0.0,2.22106,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
884.0,0.0,2.21703,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
888.0,0.0,2.213,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
892.0,0.0,2.20897,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
896.0,0.0,2.20495,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
900.0,0.0,2.20092,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
904.0,0.0,2.19689,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
908.0,0.0,2.19286,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
912.0,0.0,2.18884,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
916.0,0.0,2.18481,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
920.0,0.0,2.18078,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
924.0,0.0,2.17675,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
928.0,0.0,2.17273,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
932.0,0.0,2.1687,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
936.0,0.0,2.16467,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
940.0,0.0,2.16064,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
944.0,0.0,2.15662,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
948.0,0.0,2.15259,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
952.0,0.0,2.14856,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
956.0,0.0,2.14453,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
960.0,0.0,2.14051,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
964.0,0.0,2.13648,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
968.0,0.0,2.13245,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
972.0,0.0,2.12842,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
976.0,0.0,2.1244,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
980.0,0.0,2.12037,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
984.0,0.0,2.11634,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
988.0,0.0,2.11231,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
992.0,0.0,2.10829,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
996.0,0.0,2.10426,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1000.0,0.0,2.10023,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1004.0,0.0,2.09621,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1008.0,0.0,2.09218,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1012.0,0.0,2.08815,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1016.0,0.0,2.08412,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1020.0,0.0,2.0801,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1024.0,0.0,2.07607,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1028.0,0.0,2.07204,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1032.0,0.0,2.06801,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1036.0,0.0,2.06399,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1040.0,0.0,2.05996,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1044.0,0.0,2.05593,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1048.0,0.0,2.0519,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1052.0,0.0,2.04788,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1056.0,0.0,2.04385,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1060.0,0.0,2.03982,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1064.0,0.0,2.03579,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1068.0,0.0,2.03177,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1072.0,0.0,2.02774,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1076.0,0.0,2.02371,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1080.0,0.0,2.01968,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1084.0,0.0,2.01566,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1088.0,0.0,2.01163,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1092.0,0.0,2.0076,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1096.0,0.0,2.00357,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1100.0,0.0,1.99955,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1104.0,0.0,1.99552,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1108.0,0.0,1.99149,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1112.0,0.0,1.98746,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1116.0,0.0,1.98344,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1120.0,0.0,1.97941,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1124.0,0.0,1.97538,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1128.0,0.0,1.97135,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1132.0,0.0,1.96733,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1136.0,0.0,1.9633,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1140.0,0.0,1.95927,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1144.0,0.0,1.95524,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1148.0,0.0,1.95122,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1152.0,0.0,1.94719,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1156.0,0.0,1.94316,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1160.0,0.0,1.93914,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1164.0,0.0,1.93511,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1168.0,0.0,1.93108,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1172.0,0.0,1.92705,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1176.0,0.0,1.92303,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1180.0,0.0,1.919,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1184.0,0.0,1.91497,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1188.0,0.0,1.91094,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1192.0,0.0,1.90692,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1196.0,0.0,1.90289,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1200.0,0.0,1.89886,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1204.0,0.0,1.89483,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1208.0,0.0,1.89081,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1212.0,0.0,1.88678,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1216.0,0.0,1.88275,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1220.0,0.0,1.87872,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1224.0,0.0,1.8747,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1228.0,0.0,1.87067,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1232.0,0.0,1.86664,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1236.0,0.0,1.86261,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1240.0,0.0,1.85859,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1244.0,0.0,1.85456,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1248.0,0.0,1.85053,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1252.0,0.0,1.8465,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1256.0,0.0,1.84248,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1260.0,0.0,1.83845,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1264.0,0.0,1.83442,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1268.0,0.0,1.83039,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1272.0,0.0,1.82637,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1276.0,0.0,1.82234,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1280.0,0.0,1.81831,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1284.0,0.0,1.81428,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1288.0,0.0,1.81026,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1292.0,0.0,1.80623,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1296.0,0.0,1.8022,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1300.0,0.0,1.79817,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1304.0,0.0,1.79415,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1308.0,0.0,1.79012,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1312.0,0.0,1.78609,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1316.0,0.0,1.78207,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1320.0,0.0,1.77804,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1324.0,0.0,1.77401,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1328.0,0.0,1.76998,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1332.0,0.0,1.76596,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1336.0,0.0,1.76193,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1340.0,0.0,1.7579,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1344.0,0.0,1.75387,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1348.0,0.0,1.74985,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1352.0,0.0,1.74582,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1356.0,0.0,1.74179,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1360.0,0.0,1.73776,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1364.0,0.0,1.73374,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1368.0,0.0,1.72971,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1372.0,0.0,1.72568,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1376.0,0.0,1.72165,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1380.0,0.0,1.71763,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1384.0,0.0,1.7136,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1388.0,0.0,1.70957,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1392.0,0.0,1.70554,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1396.0,0.0,1.70152,31.815,20.0,25.24025,5.0,1.0,50.0,607.0,3642.0,4249.0,4249.0,0.0,1,1
1400.0,0.0,1.69749,31.65523,20.01316,25.27985,5.01926,0.99961,50.0,606.76615,3642.0,4248.76615,4249.0,0.0,1,1
1404.0,0.0,1.69346,31.39901,20.03452,25.34214,5.04924,0.99902,49.99882,606.40221,3642.0,4248.40221,4248.89961,0.0,1,1
1408.0,0.0,1.68944,31.14297,20.05642,25.40447,5.07908,0.99842,49.99631,608.70831,3658.03528,4266.74359,4248.68609,0.0,1,1
1412.0,0.0,1.68542,30.88716,20.07881,25.49166,5.12627,0.99747,50.08752,595.14248,3579.89579,4175.03827,4256.43779,0.0,1,1
1416.0,0.0,1.68138,30.6305,20.10223,25.43879,5.07464,0.99851,49.67633,480.72192,2888.64358,3369.36551,4221.49471,0.0,1,1
